,Element Name,Element Type,Element ID,Positive Reg Name,Positive Reg Type,Positive Reg ID,Negative Reg Name,Negative Reg Type,Negative Reg ID,Connection Type,Mechanism,Paper ID,Evidence,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
504,metastasis,bioprocess,d009362,nan,protein,nan,nm23,protein,p15531,i,['none'],['pmc4020307'],['nan'],1,0.1,40.0,1.0,40.1
508,mir-320,protein,uaz12995,apoptosis,bioprocess,go:0006915,nan,nan,nan,i,['none'],['pmc5609034'],['nan'],1,0.1,40.0,1.0,40.1
617,proliferation,bioprocess,go:0008283,nan,protein,nan,tf-np-mir-181a,protein,uaz13419,i,['none'],['pmc5312311'],['nan'],1,0.1,40.0,1.0,40.1
151,cell proliferation,bioprocess,go:0008283,mitogen-activated protein kinase,family,mapk,nan,nan,nan,i,['none'],['pmc5312311'],['nan'],1,0.1,40.0,1.0,40.1
584,pi3-kinase,protein,pi3k,nras,protein,p01111,nan,nan,nan,i,['none'],['pmc4846800'],['nan'],1,0.1,40.0,1.0,40.1
154,cell proliferation,bioprocess,go:0008283,nan,protein,nan,rdm1,protein,q8ng50,i,['none'],['pmc6396142'],['nan'],1,0.1,40.0,1.0,40.1
582,phosphatase,family,pf15698,nan,protein,nan,ptprs,protein,q13332,i,['none'],['pmc6006154'],['nan'],1,0.1,40.0,1.0,40.1
581,pet,family,pf06297,nan,simple-chemical,nan,ras inhibitors,simple-chemical,uaz09282,i,['none'],['pmc6194127'],['nan'],1,0.1,40.0,1.0,40.1
580,perk1/2,protein,q9zue0,hrasgtp,protein,uaz12879,nan,nan,nan,i,['none'],['pmc5432316'],['nan'],1,0.1,40.0,1.0,40.1
579,pca,simple-chemical,7097402,page4,protein,o60829,nan,nan,nan,i,['none'],['pmc6339303'],['nan'],1,0.1,40.0,1.0,40.1
365,injury,bioprocess,go:0090303,il-1,family,pf00340,nan,nan,nan,i,['none'],['pmc5372348'],['nan'],1,0.1,40.0,1.0,40.1
577,pbx3,protein,p40426,nan,protein,nan,mir-320,protein,uaz12995,i,['none'],['pmc5609034'],['nan'],1,0.1,40.0,1.0,40.1
155,cell proliferation,bioprocess,go:0008283,nan,protein,nan,zt-12-037-01,protein,uaz13277,i,['none'],['pmc6472057'],['nan'],1,0.1,40.0,1.0,40.1
575,parp,family,parp,sa,simple-chemical,7009579,nan,nan,nan,i,['none'],['pmc4783893'],['nan'],1,0.1,40.0,1.0,40.1
573,page4,protein,o60829,nan,protein,nan,clk2,protein,p49760,i,['none'],['pmc6339303'],['nan'],1,0.1,40.0,1.0,40.1
158,cell survival,bioprocess,d002470,erk1/2,family,erk,nan,nan,nan,i,['none'],['pmc6339303'],['nan'],1,0.1,40.0,1.0,40.1
159,cell survival,bioprocess,d002470,page4,protein,o60829,nan,nan,nan,i,['none'],['pmc6339303'],['nan'],1,0.1,40.0,1.0,40.1
167,cellular senescence,bioprocess,d000375,nan,simple-chemical,nan,butyrate,simple-chemical,264,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
168,cellular senescence,bioprocess,d000375,nan,simple-chemical,nan,hdac inhibitor,simple-chemical,uaz03103,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
153,cell proliferation,bioprocess,go:0008283,nan,protein,nan,hrasgtp,protein,uaz12879,i,['none'],['pmc5432316'],['nan'],1,0.1,40.0,1.0,40.1
592,pi3k-akt,family,akt,h-rasv12/40c,protein,uaz12603,nan,nan,nan,i,['none'],['pmc3843736'],['nan'],1,0.1,40.0,1.0,40.1
170,cellular senescence,bioprocess,d000375,sodium,simple-chemical,923,nan,nan,nan,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
147,cell proliferation,bioprocess,go:0008283,cd34,protein,p28906,nan,nan,nan,i,['none'],['pmc5824365'],['nan'],1,0.1,40.0,1.0,40.1
613,proliferation,bioprocess,go:0008283,nan,protein,nan,meki,protein,uaz12656,i,['none'],['pmc5127645'],['nan'],1,0.1,40.0,1.0,40.1
612,proliferation,bioprocess,go:0008283,nan,protein,nan,erki,protein,uaz12842,i,['none'],['pmc5127645'],['nan'],1,0.1,40.0,1.0,40.1
611,proliferation,bioprocess,go:0008283,nan,bioprocess,nan,cellular senescence,bioprocess,d000375,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
610,proliferation,bioprocess,go:0008283,nan,bioprocess,nan,cell cycle,bioprocess,go:0007049,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
609,proliferation,bioprocess,go:0008283,nan,bioprocess,nan,apoptosis,bioprocess,go:0006915,i,['none'],['pmc5609034'],['nan'],1,0.1,40.0,1.0,40.1
141,cell growth,bioprocess,go:0016049,nan,simple-chemical,nan,azd8055,simple-chemical,25262965,i,['none'],['pmc6396142'],['nan'],1,0.1,40.0,1.0,40.1
142,cell growth,bioprocess,go:0016049,pbx3,protein,p40426,nan,nan,nan,i,['none'],['pmc5609034'],['nan'],1,0.1,40.0,1.0,40.1
143,cell growth,bioprocess,go:0016049,u0126,simple-chemical,3006531,nan,nan,nan,i,['none'],['pmc6396142'],['nan'],1,0.1,40.0,1.0,40.1
144,cell migration,bioprocess,go:0016477,dusp5,protein,q16690,nan,nan,nan,i,['none'],['pmc5599027'],['nan'],1,0.1,40.0,1.0,40.1
600,proliferation,bioprocess,go:0008283,gw9662,protein,uaz13402,nan,nan,nan,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
599,proliferation,bioprocess,go:0008283,gc1q domain,protein,uaz12880,nan,nan,nan,i,['none'],['pmc5432316'],['nan'],1,0.1,40.0,1.0,40.1
598,proliferation,bioprocess,go:0008283,erk5,protein,q13164,nan,nan,nan,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
145,cell migration,bioprocess,go:0016477,dusp6,protein,q16828,nan,nan,nan,i,['none'],['pmc5599027'],['nan'],1,0.1,40.0,1.0,40.1
596,proliferation,bioprocess,go:0008283,eras,protein,q7z444,nan,nan,nan,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
146,cell migration,bioprocess,go:0016477,mir-382-5p,protein,uaz12803,nan,nan,nan,i,['none'],['pmc5410235'],['nan'],1,0.1,40.0,1.0,40.1
169,cellular senescence,bioprocess,d000375,nan,simple-chemical,nan,hdac inhibitors,simple-chemical,uaz03116,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
554,p27,protein,p40305,nan,simple-chemical,nan,dabrafenib,simple-chemical,44462760,i,['none'],['pmc6472057'],['nan'],1,0.1,40.0,1.0,40.1
509,mir-382-5p,protein,uaz12803,nan,protein,nan,rerg,protein,q96a58,i,['none'],['pmc5410235'],['nan'],1,0.1,40.0,1.0,40.1
179,dcs,simple-chemical,6234,il-12,family,il12,nan,nan,nan,i,['none'],['pmc3809567'],['nan'],1,0.1,40.0,1.0,40.1
531,nb,family,pf04159,nan,simple-chemical,nan,azd8055,simple-chemical,25262965,i,['none'],['pmc6396142'],['nan'],1,0.1,40.0,1.0,40.1
530,nb,family,pf04159,nan,protein,nan,rdm1,protein,q8ng50,i,['none'],['pmc6396142'],['nan'],1,0.1,40.0,1.0,40.1
529,nb,family,pf04159,mek inhibitor,simple-chemical,uaz00032,nan,nan,nan,i,['none'],['pmc6396142'],['nan'],1,0.1,40.0,1.0,40.1
528,navitoclax,protein,uaz12848,nan,protein,nan,light,protein,o43557,i,['none'],['pmc5127645'],['nan'],1,0.1,40.0,1.0,40.1
527,n-ras,protein,p01111,gef,protein,q9nr83,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
180,dcs,simple-chemical,6234,tnf-α,protein,uaz00284,nan,nan,nan,i,['none'],['pmc3809567'],['nan'],1,0.1,40.0,1.0,40.1
181,death,family,pf00531,cellular senescence,bioprocess,d000375,nan,nan,nan,i,['none'],['pmc5723691'],['nan'],1,0.1,40.0,1.0,40.1
524,muv,protein,uaz12652,let-60,protein,p22981,nan,nan,nan,i,['none'],['pmc4020307'],['nan'],1,0.1,40.0,1.0,40.1
183,differentiation,bioprocess,go:0030154,camp,protein,p49913,nan,nan,nan,i,['none'],['pmc4846800'],['nan'],1,0.1,40.0,1.0,40.1
185,differentiation,bioprocess,go:0030154,mir-181,family,uaz13430,nan,nan,nan,i,['none'],['pmc5312311'],['nan'],1,0.1,40.0,1.0,40.1
186,differentiation,bioprocess,go:0030154,myogenin,protein,p15173,nan,nan,nan,i,['none'],['pmc2064279'],['nan'],1,0.1,40.0,1.0,40.1
187,differentiation,bioprocess,go:0030154,nan,bioprocess,nan,signalling pathway,bioprocess,go:0007165,i,['none'],['pmc5824365'],['nan'],1,0.1,40.0,1.0,40.1
512,"mitogen-activated protein
kinase",family,uaz13146,nan,gene,nan,interleukin-1β,gene,uaz00388,i,['none'],['pmc6113736'],['nan'],1,0.1,40.0,1.0,40.1
511,mitogen activated protein kinase,family,mapk,nan,protein,nan,nm23,protein,p15531,i,['none'],['pmc4020307'],['nan'],1,0.1,40.0,1.0,40.1
510,mitf,protein,o75030,histone deacetylase inhibitors,simple-chemical,uaz12014,nan,nan,nan,i,['none'],['pmc4179759'],['nan'],1,0.1,40.0,1.0,40.1
533,nb,family,pf04159,u0126,simple-chemical,3006531,nan,nan,nan,i,['none'],['pmc6396142'],['nan'],1,0.1,40.0,1.0,40.1
175,cyclin-dependent kinase inhibitor,family,cdkn,dabrafenib,simple-chemical,44462760,nan,nan,nan,i,['none'],['pmc6472057'],['nan'],1,0.1,40.0,1.0,40.1
553,p-p38,protein,p68347,rxr,family,rxr,nan,nan,nan,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
537,neurofibromin,protein,p21359,nan,protein,nan,nf1,protein,p21359,i,['none'],['pmc6194127'],['nan'],1,0.1,40.0,1.0,40.1
552,p-p38,protein,p68347,ppar,protein,q07869,nan,nan,nan,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
551,p-mek,family,mek,ptprs,protein,q13332,nan,nan,nan,i,['none'],['pmc6006154'],['nan'],1,0.1,40.0,1.0,40.1
550,p-mek,family,mek,nan,protein,nan,tf-np-mir-181a,protein,uaz13419,i,['none'],['pmc5312311'],['nan'],1,0.1,40.0,1.0,40.1
549,p-mek,family,mek,ko,simple-chemical,25113109,nan,nan,nan,i,['none'],['pmc6006154'],['nan'],1,0.1,40.0,1.0,40.1
548,p-jnk,protein,p92208,rxr,family,rxr,nan,nan,nan,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
547,p-jnk,protein,p92208,ppar,protein,q07869,nan,nan,nan,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
546,p-erk,family,erk,rxr,family,rxr,nan,nan,nan,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
545,p-erk,family,erk,ppar,protein,q07869,nan,nan,nan,i,['none'],['pmc5190119'],['nan'],1,0.1,40.0,1.0,40.1
544,p-erk,family,erk,nan,protein,nan,ptprs,protein,q13332,i,['none'],['pmc6006154'],['nan'],1,0.1,40.0,1.0,40.1
543,p-akt,family,akt,nan,protein,nan,ptprs,protein,q13332,i,['none'],['pmc6006154'],['nan'],1,0.1,40.0,1.0,40.1
542,olf,family,pf02191,neurofibromin,protein,p21359,nan,nan,nan,i,['none'],['pmc6194127'],['nan'],1,0.1,40.0,1.0,40.1
541,nras,protein,p01111,nan,protein,nan,np,protein,o60259,i,['none'],['pmc5312311'],['nan'],1,0.1,40.0,1.0,40.1
540,nras,protein,p01111,nan,protein,nan,mir-181a,protein,uaz11673,i,['none'],['pmc5312311'],['nan'],1,0.1,40.0,1.0,40.1
539,nras,protein,p01111,nan,family,nan,erk1/2,family,erk,i,['none'],['pmc4179759'],['nan'],1,0.1,40.0,1.0,40.1
538,nf1,protein,p21359,nan,simple-chemical,nan,ras inhibitors,simple-chemical,uaz09282,i,['none'],['pmc6194127'],['nan'],1,0.1,40.0,1.0,40.1
785,α,simple-chemical,uaz00180,u0126,simple-chemical,3006531,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,0.1,40.0,1.0,40.1
