,Element Name,Element Type,Element ID,Positive Reg Name,Positive Reg Type,Positive Reg ID,Negative Reg Name,Negative Reg Type,Negative Reg ID,Connection Type,Mechanism,Paper ID,Evidence,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
607,proliferation,bioprocess,go:0008283,mtorc1,protein,mtorc1,nan,nan,nan,i,['none'],['pmc5723691'],['nan'],1,1.0,40.0,1.0,41.0
491,mek-erk,protein,uaz06367,kras,protein,p01116,nan,nan,nan,i,['none'],['pmc4695180'],['nan'],1,1.0,40.0,1.0,41.0
492,mek-erk,protein,uaz06367,mm,simple-chemical,6993082,nan,nan,nan,i,['none'],['pmc4695180'],['nan'],1,1.0,40.0,1.0,41.0
495,mek-erk,protein,uaz06367,ras,family,pf00071,nan,nan,nan,i,['none'],['pmc3843736'],['nan'],1,1.0,40.0,1.0,41.0
497,mek1/2,family,mek,nan,family,nan,p38 mapk,family,p38,i,['none'],['pmc4783893'],['nan'],1,1.0,40.0,1.0,41.0
498,mek1/2,family,mek,raf,family,raf,nan,nan,nan,i,['none'],['pmc4067595'],['nan'],1,1.0,40.0,1.0,41.0
500,meks,protein,uaz08530,mek1,protein,q02750,nan,nan,nan,i,['none'],['pmc6472057'],['nan'],1,1.0,40.0,1.0,41.0
506,metastasis,bioprocess,d009362,ras,family,pf00071,nan,nan,nan,i,['none'],['pmc5049993'],['nan'],1,1.0,40.0,1.0,41.0
507,metastasis,bioprocess,d009362,tlr4,protein,o00206,nan,nan,nan,i,['none'],['pmc5190119'],['nan'],1,1.0,40.0,1.0,41.0
513,"mitogen-activated protein
kinase",family,uaz13146,nan,gene,nan,interleukin-6,gene,p05231,i,['none'],['pmc6113736'],['nan'],1,1.0,40.0,1.0,41.0
525,muv,protein,uaz12652,ras,family,pf00071,nan,nan,nan,i,['none'],['pmc4020307'],['nan'],1,1.0,40.0,1.0,41.0
526,myhc,protein,uaz12755,daraf1,protein,p10398,nan,nan,nan,i,['none'],['pmc2064279'],['nan'],1,1.0,40.0,1.0,41.0
368,injury,bioprocess,go:0090303,jnk,family,jnk,nan,nan,nan,i,['none'],['pmc5372348'],['nan'],1,1.0,40.0,1.0,41.0
535,necrosis,bioprocess,d009336,nan,protein,nan,braf,protein,p15056,i,['none'],['pmc3809567'],['nan'],1,1.0,40.0,1.0,41.0
536,necrosis,bioprocess,d009336,vegf,protein,p15692,nan,nan,nan,i,['none'],['pmc3809567'],['nan'],1,1.0,40.0,1.0,41.0
574,page4,protein,o60829,ros,simple-chemical,chebi:26523,nan,nan,nan,i,['none'],['pmc6339303'],['nan'],1,1.0,40.0,1.0,41.0
576,pbx3,protein,p40426,mapk,family,erk,nan,nan,nan,i,['none'],['pmc5609034'],['nan'],1,1.0,40.0,1.0,41.0
583,phosphoinositol-3-kinase,protein,uaz09993,ras,family,pf00071,nan,nan,nan,i,['none'],['pmc3843736'],['nan'],1,1.0,40.0,1.0,41.0
595,proliferation,bioprocess,go:0008283,egfr,protein,p00533,nan,nan,nan,i,['none'],['pmc4846800'],['nan'],1,1.0,40.0,1.0,41.0
602,proliferation,bioprocess,go:0008283,kras,protein,p01116,nan,nan,nan,i,['none'],['pmc5312311'],['nan'],1,1.0,40.0,1.0,41.0
605,proliferation,bioprocess,go:0008283,mapk,family,erk,nan,nan,nan,i,['none'],['pmc5190119'],['nan'],1,1.0,40.0,1.0,41.0
606,proliferation,bioprocess,go:0008283,mapk1,protein,p28482,nan,nan,nan,i,['none'],['pmc5312311'],['nan'],1,1.0,40.0,1.0,41.0
369,injury,bioprocess,go:0090303,nan,family,nan,erk,family,erk,i,['none'],['pmc5372348'],['nan'],1,1.0,40.0,1.0,41.0
0,adhesion,bioprocess,go:0007155,nan,protein,nan,vegf,protein,p15692,i,['none'],['pmc3809567'],['nan'],1,1.0,40.0,1.0,41.0
23,apoptosis,bioprocess,go:0006915,glucose,simple-chemical,hmdb06564,nan,nan,nan,i,['none'],['pmc5312311'],['nan'],1,1.0,40.0,1.0,41.0
118,cell death,bioprocess,go:0008219,erk,family,erk,nan,nan,nan,i,['none'],['pmc6339303'],['nan'],1,1.0,40.0,1.0,41.0
61,atp,simple-chemical,5957,stat3,protein,p40763,nan,nan,nan,i,['none'],['pmc3843736'],['nan'],1,1.0,40.0,1.0,41.0
178,dcs,simple-chemical,6234,braf,protein,p15056,nan,nan,nan,i,['none'],['pmc3809567'],['nan'],1,1.0,40.0,1.0,41.0
63,autophagy,bioprocess,go:0006914,erk,family,erk,nan,nan,nan,i,['none'],['pmc5723691'],['nan'],1,1.0,40.0,1.0,41.0
65,autophagy,bioprocess,go:0006914,mtor,protein,p42345,nan,nan,nan,i,['none'],['pmc5723691'],['nan'],1,1.0,40.0,1.0,41.0
306,erk1/2,family,erk,nan,family,nan,p38 mapk,family,p38,i,['none'],['pmc4783893'],['nan'],1,1.0,40.0,1.0,41.0
27,apoptosis,bioprocess,go:0006915,jnk,family,jnk,nan,nan,nan,i,['none'],['pmc6339303'],['nan'],1,1.0,40.0,1.0,41.0
315,extracellular signal-regulated kinases,protein,uaz08123,raf-1,protein,p04049,nan,nan,nan,i,['none'],['pmc5609034'],['nan'],1,1.0,40.0,1.0,41.0
316,extracellular signal-regulated kinases 1 and 2,protein,uaz09159,nan,family,nan,p38 mapk,family,p38,i,['none'],['pmc4783893'],['nan'],1,1.0,40.0,1.0,41.0
95,braf inhibitors,simple-chemical,uaz00044,braf,protein,p15056,nan,nan,nan,i,['none'],['pmc6395334'],['nan'],1,1.0,40.0,1.0,41.0
319,fate,protein,q969f0,erk,family,erk,nan,nan,nan,i,['none'],['pmc5824365'],['nan'],1,1.0,40.0,1.0,41.0
97,brdu,simple-chemical,6035,nan,protein,nan,daraf1,protein,p10398,i,['none'],['pmc2064279'],['nan'],1,1.0,40.0,1.0,41.0
174,crc,protein,q8l925,erk,family,erk,nan,nan,nan,i,['none'],['pmc6006154'],['nan'],1,1.0,40.0,1.0,41.0
162,cell viability,bioprocess,d002470,nan,family,nan,mek,family,mek,i,['none'],['pmc5723691'],['nan'],1,1.0,40.0,1.0,41.0
324,fig,protein,q9hd26,ampk,protein,ampk,nan,nan,nan,i,['none'],['pmc5723691'],['nan'],1,1.0,40.0,1.0,41.0
161,cell viability,bioprocess,d002470,nan,family,nan,erk,family,erk,i,['none'],['pmc5723691'],['nan'],1,1.0,40.0,1.0,41.0
325,fig,protein,q9hd26,erk,family,erk,nan,nan,nan,i,['none'],['pmc5723691'],['nan'],1,1.0,40.0,1.0,41.0
327,fig,protein,q9hd26,mek,family,mek,nan,nan,nan,i,['none'],['pmc5723691'],['nan'],1,1.0,40.0,1.0,41.0
56,apoptosis,bioprocess,go:0006915,vegf,protein,p15692,nan,nan,nan,i,['none'],['pmc3809567'],['nan'],1,1.0,40.0,1.0,41.0
182,death,family,pf00531,nan,protein,nan,tlr4,protein,o00206,i,['none'],['pmc5190119'],['nan'],1,1.0,40.0,1.0,41.0
33,apoptosis,bioprocess,go:0006915,nan,family,nan,erk,family,erk,i,['none'],['pmc5190119'],['nan'],1,1.0,40.0,1.0,41.0
217,emt,protein,o75751,mek,family,mek,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,1.0,40.0,1.0,41.0
199,dusp5,protein,q16690,mek,family,mek,nan,nan,nan,i,['none'],['pmc5599027'],['nan'],1,1.0,40.0,1.0,41.0
202,dusp6,protein,q16828,mek,family,mek,nan,nan,nan,i,['none'],['pmc5599027'],['nan'],1,1.0,40.0,1.0,41.0
193,differentiation,bioprocess,go:0030154,pd,simple-chemical,7079450,nan,nan,nan,i,['none'],['pmc5824365'],['nan'],1,1.0,40.0,1.0,41.0
191,differentiation,bioprocess,go:0030154,nan,protein,nan,jun,protein,p05412,i,['none'],['pmc5824365'],['nan'],1,1.0,40.0,1.0,41.0
213,egfr/ras/erk,protein,uaz12631,egf,protein,p01133,nan,nan,nan,i,['none'],['pmc4020307'],['nan'],1,1.0,40.0,1.0,41.0
190,differentiation,bioprocess,go:0030154,nan,family,nan,ras,family,pf00071,i,['none'],['pmc4440819'],['nan'],1,1.0,40.0,1.0,41.0
189,differentiation,bioprocess,go:0030154,nan,family,nan,mek,family,mek,i,['none'],['pmc5824365'],['nan'],1,1.0,40.0,1.0,41.0
219,emt,protein,o75751,nan,family,nan,mek,family,mek,i,['none'],['pmc4440819'],['nan'],1,1.0,40.0,1.0,41.0
230,eras,protein,q7z444,ampk,protein,ampk,nan,nan,nan,i,['none'],['pmc5723691'],['nan'],1,1.0,40.0,1.0,41.0
39,apoptosis,bioprocess,go:0006915,nan,protein,nan,braf,protein,p15056,i,['none'],['pmc3809567'],['nan'],1,1.0,40.0,1.0,41.0
223,emt,protein,o75751,raf,family,raf,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,1.0,40.0,1.0,41.0
224,emt,protein,o75751,ras,family,pf00071,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,1.0,40.0,1.0,41.0
225,emt,protein,o75751,smad,family,smad,nan,nan,nan,i,['none'],['pmc4440819'],['nan'],1,1.0,40.0,1.0,41.0
38,apoptosis,bioprocess,go:0006915,nan,family,nan,src,family,src,i,['none'],['pmc5833015'],['nan'],1,1.0,40.0,1.0,41.0
36,apoptosis,bioprocess,go:0006915,nan,family,nan,p38,family,p38,i,['none'],['pmc5190119'],['nan'],1,1.0,40.0,1.0,41.0
34,apoptosis,bioprocess,go:0006915,nan,family,nan,jnk,family,jnk,i,['none'],['pmc5190119'],['nan'],1,1.0,40.0,1.0,41.0
157,cell survival,bioprocess,d002470,erk,family,erk,nan,nan,nan,i,['none'],['pmc6339303'],['nan'],1,1.0,40.0,1.0,41.0
198,drg,protein,q86yr7,p38 mapk,family,p38,nan,nan,nan,i,['none'],['pmc6113736'],['nan'],1,1.0,40.0,1.0,41.0
339,gdp,simple-chemical,8977,ras,family,pf00071,nan,nan,nan,i,['none'],['pmc5467702'],['nan'],1,1.0,40.0,1.0,41.0
129,cell death,bioprocess,go:0008219,p38 mapk,family,p38,nan,nan,nan,i,['none'],['pmc4783893'],['nan'],1,1.0,40.0,1.0,41.0
148,cell proliferation,bioprocess,go:0008283,kras,protein,p01116,nan,nan,nan,i,['none'],['pmc5467702'],['nan'],1,1.0,40.0,1.0,41.0
132,cell death,bioprocess,go:0008219,ras,family,pf00071,nan,nan,nan,i,['none'],['pmc5127645'],['nan'],1,1.0,40.0,1.0,41.0
346,gnaq,protein,p50148,nan,protein,nan,mammalian target of rapamycin,protein,p42345,i,['none'],['pmc4179759'],['nan'],1,1.0,40.0,1.0,41.0
345,gfap,protein,p14136,p38mapk,family,p38,nan,nan,nan,i,['none'],['pmc5372348'],['nan'],1,1.0,40.0,1.0,41.0
354,hipk1,protein,q86z02,mapk,family,erk,nan,nan,nan,i,['none'],['pmc6339303'],['nan'],1,1.0,40.0,1.0,41.0
150,cell proliferation,bioprocess,go:0008283,mapk,family,erk,nan,nan,nan,i,['none'],['pmc4179759'],['nan'],1,1.0,40.0,1.0,41.0
355,hras,protein,p01112,nan,protein,nan,integrin,protein,p08648,i,['none'],['pmc5432316'],['nan'],1,1.0,40.0,1.0,41.0
359,impact,protein,q9p2x3,nan,family,nan,mek,family,mek,i,['none'],['pmc5908790'],['nan'],1,1.0,40.0,1.0,41.0
125,cell death,bioprocess,go:0008219,nan,protein,nan,kras,protein,p01116,i,['none'],['pmc5908790'],['nan'],1,1.0,40.0,1.0,41.0
152,cell proliferation,bioprocess,go:0008283,nan,protein,nan,braf,protein,p15056,i,['none'],['pmc6472057'],['nan'],1,1.0,40.0,1.0,41.0
341,gfap,protein,p14136,jnk,family,jnk,nan,nan,nan,i,['none'],['pmc5372348'],['nan'],1,1.0,40.0,1.0,41.0
123,cell death,bioprocess,go:0008219,nan,family,nan,jnk,family,jnk,i,['none'],['pmc5636874'],['nan'],1,1.0,40.0,1.0,41.0
340,gfap,protein,p14136,erk,family,erk,nan,nan,nan,i,['none'],['pmc5372348'],['nan'],1,1.0,40.0,1.0,41.0
333,foxo3,protein,o43524,nan,protein,nan,kras,protein,p01116,i,['none'],['pmc5755028'],['nan'],1,1.0,40.0,1.0,41.0
122,cell death,bioprocess,go:0008219,nan,family,nan,bcl2,family,p10415,i,['none'],['pmc5127645'],['nan'],1,1.0,40.0,1.0,41.0
2,adhesion,bioprocess,go:0007155,tlr4,protein,o00206,nan,nan,nan,i,['none'],['pmc5190119'],['nan'],1,1.0,40.0,1.0,41.0
119,cell death,bioprocess,go:0008219,jnk,family,jnk,nan,nan,nan,i,['none'],['pmc5636874'],['nan'],1,1.0,40.0,1.0,41.0
362,infiltration,bioprocess,d009361,nan,protein,nan,vegf,protein,p15692,i,['none'],['pmc3809567'],['nan'],1,1.0,40.0,1.0,41.0
363,infiltration,bioprocess,d009361,nan,protein,nan,vegfr-2,protein,p35968,i,['none'],['pmc3809567'],['nan'],1,1.0,40.0,1.0,41.0
121,cell death,bioprocess,go:0008219,mtorc1,protein,mtorc1,nan,nan,nan,i,['none'],['pmc5723691'],['nan'],1,1.0,40.0,1.0,41.0
16,angiogenesis,bioprocess,go:0001525,pi3k,protein,pi3k,nan,nan,nan,i,['none'],['pmc3843736'],['nan'],1,1.0,40.0,1.0,41.0
615,proliferation,bioprocess,go:0008283,nan,protein,nan,ppar,protein,q07869,i,"['none', 'none', 'none', 'none', 'none', 'none', 'none']","['pmc5190119', 'pmc5190119', 'pmc5190119', 'pmc5190119', 'pmc5190119', 'pmc5190119', 'pmc5190119']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",7,0.1,40.0,1.0,40.7
730,sos,family,sos,nan,simple-chemical,nan,belinostat,simple-chemical,6918638,i,"['none', 'none', 'none', 'none', 'none', 'none']","['pmc5537703', 'pmc5537703', 'pmc5537703', 'pmc5537703', 'pmc5537703', 'pmc5537703']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']",6,0.1,40.0,1.0,40.6
49,apoptosis,bioprocess,go:0006915,ppar,protein,q07869,nan,nan,nan,i,"['none', 'none', 'none', 'none', 'none', 'none']","['pmc5190119', 'pmc5190119', 'pmc5190119', 'pmc5190119', 'pmc5190119', 'pmc5190119']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']",6,0.1,40.0,1.0,40.6
160,cell viability,bioprocess,d002470,mir-382-5p,protein,uaz12803,nan,nan,nan,i,"['none', 'none', 'none', 'none', 'none']","['pmc5410235', 'pmc5410235', 'pmc5410235', 'pmc5410235', 'pmc5410235']","['nan', 'nan', 'nan', 'nan', 'nan']",5,0.1,40.0,1.0,40.5
532,nb,family,pf04159,rdm1,protein,q8ng50,nan,nan,nan,i,"['none', 'none', 'none', 'none', 'none']","['pmc6396142', 'pmc6396142', 'pmc6396142', 'pmc6396142', 'pmc6396142']","['nan', 'nan', 'nan', 'nan', 'nan']",5,0.1,40.0,1.0,40.5
703,sa,simple-chemical,7009579,apoptosis,bioprocess,go:0006915,nan,nan,nan,i,"['none', 'none', 'none', 'none']","['pmc4783893', 'pmc4783893', 'pmc4783893', 'pmc4783893']","['nan', 'nan', 'nan', 'nan']",4,0.1,40.0,1.0,40.4
338,gc-1 spg,protein,uaz13480,letrozole,simple-chemical,3902,nan,nan,nan,i,"['none', 'none', 'none', 'none']","['pmc5958651', 'pmc5958651', 'pmc5958651', 'pmc5958651']","['nan', 'nan', 'nan', 'nan']",4,0.1,40.0,1.0,40.4
126,cell death,bioprocess,go:0008219,nan,protein,nan,ptpn1,protein,p18031,i,"['none', 'none', 'none', 'none']","['pmc5636874', 'pmc5636874', 'pmc5636874', 'pmc5636874']","['nan', 'nan', 'nan', 'nan']",4,0.1,40.0,1.0,40.4
603,proliferation,bioprocess,go:0008283,letrozole,simple-chemical,3902,nan,nan,nan,i,"['none', 'none', 'none', 'none']","['pmc5958651', 'pmc5958651', 'pmc5958651', 'pmc5958651']","['nan', 'nan', 'nan', 'nan']",4,0.1,40.0,1.0,40.4
614,proliferation,bioprocess,go:0008283,nan,protein,nan,mir-320,protein,uaz12995,i,"['none', 'none', 'none']","['pmc5609034', 'pmc5609034', 'pmc5609034']","['nan', 'nan', 'nan']",3,0.1,40.0,1.0,40.3
711,senescence,bioprocess,d000375,eras,protein,q7z444,nan,nan,nan,i,"['none', 'none', 'none']","['pmc5723691', 'pmc5723691', 'pmc5723691']","['nan', 'nan', 'nan']",3,0.1,40.0,1.0,40.3
784,α,simple-chemical,uaz00180,tgf-β1,protein,uaz02902,nan,nan,nan,i,"['none', 'none', 'none']","['pmc4440819', 'pmc4440819', 'pmc4440819']","['nan', 'nan', 'nan']",3,0.1,40.0,1.0,40.3
156,cell proliferation,bioprocess,go:0008283,rdm1,protein,q8ng50,nan,nan,nan,i,"['none', 'none', 'none']","['pmc6396142', 'pmc6396142', 'pmc6396142']","['nan', 'nan', 'nan']",3,0.1,40.0,1.0,40.3
714,senescence,bioprocess,d000375,nan,bioprocess,nan,autophagy,bioprocess,go:0006914,i,"['none', 'none', 'none']","['pmc5723691', 'pmc5723691', 'pmc5723691']","['nan', 'nan', 'nan']",3,0.1,40.0,1.0,40.3
165,cell viability,bioprocess,d002470,nan,protein,nan,rerg,protein,q96a58,i,"['none', 'none', 'none']","['pmc5410235', 'pmc5410235', 'pmc5410235']","['nan', 'nan', 'nan']",3,0.1,40.0,1.0,40.3
760,tnf-α,protein,uaz00284,dcs,simple-chemical,6234,nan,nan,nan,i,"['none', 'none', 'none']","['pmc3809567', 'pmc3809567', 'pmc3809567']","['nan', 'nan', 'nan']",3,0.1,40.0,1.0,40.3
70,autophagy,bioprocess,go:0006914,pd0325901,simple-chemical,9826528,nan,nan,nan,i,"['none', 'none', 'none']","['pmc5723691', 'pmc5723691', 'pmc5723691']","['nan', 'nan', 'nan']",3,0.1,40.0,1.0,40.3
52,apoptosis,bioprocess,go:0006915,sa,simple-chemical,7009579,nan,nan,nan,i,"['none', 'none']","['pmc4783893', 'pmc4783893']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
171,cisplatin,simple-chemical,441203,belinostat,simple-chemical,6918638,nan,nan,nan,i,"['none', 'none']","['pmc5537703', 'pmc5537703']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
489,mek inhibitor,simple-chemical,uaz00032,map4k4,protein,o95819,nan,nan,nan,i,"['none', 'none']","['pmc5467491', 'pmc5467491']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
503,metastasis,bioprocess,d009362,nan,protein,nan,map4k4,protein,o95819,i,"['none', 'none']","['pmc5467491', 'pmc5467491']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
108,cell adhesion,bioprocess,go:0007155,nan,simple-chemical,nan,α,simple-chemical,uaz00180,i,"['none', 'none']","['pmc5432316', 'pmc5432316']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
164,cell viability,bioprocess,d002470,nan,protein,nan,fbxw10,protein,q5xx13,i,"['none', 'none']","['pmc5537703', 'pmc5537703']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
501,metastasis,bioprocess,d009362,map4k4,protein,o95819,nan,nan,nan,i,"['none', 'none']","['pmc5467491', 'pmc5467491']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
81,belinostat,simple-chemical,6918638,parp,family,parp,nan,nan,nan,i,"['none', 'none']","['pmc5537703', 'pmc5537703']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
163,cell viability,bioprocess,d002470,nan,protein,nan,fbxo3,protein,q9uk99,i,"['none', 'none']","['pmc5537703', 'pmc5537703']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
616,proliferation,bioprocess,go:0008283,nan,protein,nan,rgz,protein,uaz13401,i,"['none', 'none']","['pmc5190119', 'pmc5190119']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
48,apoptosis,bioprocess,go:0006915,plx4720,simple-chemical,24180719,nan,nan,nan,i,"['none', 'none']","['pmc6472057', 'pmc6472057']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
113,cell cycle,bioprocess,go:0007049,nan,protein,nan,rdm1,protein,q8ng50,i,"['none', 'none']","['pmc6396142', 'pmc6396142']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
173,cisplatin,simple-chemical,441203,nan,simple-chemical,nan,belinostat,simple-chemical,6918638,i,"['none', 'none']","['pmc5537703', 'pmc5537703']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
694,ras/raf/erk,protein,uaz13089,flt3,protein,p36888,nan,nan,nan,i,"['none', 'none']","['pmc5017527', 'pmc5017527']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
695,ras/raf/mek/erk,protein,uaz00068,nan,protein,nan,crebbp,protein,q92793,i,"['none', 'none']","['pmc5395114', 'pmc5395114']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
80,belinostat,simple-chemical,6918638,cell death,bioprocess,go:0008219,nan,nan,nan,i,"['none', 'none']","['pmc5537703', 'pmc5537703']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
514,mitosis,bioprocess,go:0007067,hdac1,protein,q13547,nan,nan,nan,i,"['none', 'none']","['pmc5537703', 'pmc5537703']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
626,proteasome,protein,proteasome,belinostat,simple-chemical,6918638,nan,nan,nan,i,"['none', 'none']","['pmc5537703', 'pmc5537703']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
608,proliferation,bioprocess,go:0008283,myd88,protein,q99836,nan,nan,nan,i,"['none', 'none']","['pmc5190119', 'pmc5190119']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
140,cell growth,bioprocess,go:0016049,nan,protein,nan,ppar,protein,q07869,i,"['none', 'none']","['pmc5190119', 'pmc5190119']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
135,cell growth,bioprocess,go:0016049,dusp5,protein,q16690,nan,nan,nan,i,"['none', 'none']","['pmc5599027', 'pmc5599027']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
604,proliferation,bioprocess,go:0008283,map4k4,protein,o95819,nan,nan,nan,i,"['none', 'none']","['pmc5467491', 'pmc5467491']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
79,belinostat,simple-chemical,6918638,apoptosis,bioprocess,go:0006915,nan,nan,nan,i,"['none', 'none']","['pmc5537703', 'pmc5537703']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
517,mpd,protein,p53602,nf1,protein,p21359,nan,nan,nan,i,"['none', 'none']","['pmc4067595', 'pmc4067595']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
69,autophagy,bioprocess,go:0006914,nan,simple-chemical,nan,pd0325901,simple-chemical,9826528,i,"['none', 'none']","['pmc5723691', 'pmc5723691']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
149,cell proliferation,bioprocess,go:0008283,map4k4,protein,o95819,nan,nan,nan,i,"['none', 'none']","['pmc5467491', 'pmc5467491']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
700,rgz,protein,uaz13401,apoptosis,bioprocess,go:0006915,nan,nan,nan,i,"['none', 'none']","['pmc5190119', 'pmc5190119']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
594,"pp2a
        
          protein phosphatase 2",protein,uaz12902,"egfr
        
          epidermal growth factor receptor",protein,uaz12897,nan,nan,nan,i,"['none', 'none']","['pmc5467491', 'pmc5467491']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
136,cell growth,bioprocess,go:0016049,dusp6,protein,q16828,nan,nan,nan,i,"['none', 'none']","['pmc5599027', 'pmc5599027']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
364,inflammation,bioprocess,go:0006954,map4k4,protein,o95819,nan,nan,nan,i,"['none', 'none']","['pmc5467491', 'pmc5467491']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
20,apoptosis,bioprocess,go:0006915,bim,protein,o43521,nan,nan,nan,i,"['none', 'none']","['pmc5537703', 'pmc5537703']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
31,apoptosis,bioprocess,go:0006915,mir-320,protein,uaz12995,nan,nan,nan,i,"['none', 'none']","['pmc5609034', 'pmc5609034']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
731,sos,family,sos,nan,simple-chemical,nan,cisplatin,simple-chemical,441203,i,"['none', 'none']","['pmc5537703', 'pmc5537703']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
321,fbxw10,protein,q5xx13,belinostat,simple-chemical,6918638,nan,nan,nan,i,"['none', 'none']","['pmc5537703', 'pmc5537703']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
26,apoptosis,bioprocess,go:0006915,irinotecan,simple-chemical,60838,nan,nan,nan,i,"['none', 'none']","['pmc5729429', 'pmc5729429']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
228,emt,protein,o75751,tgf-β1,protein,uaz02902,nan,nan,nan,i,"['none', 'none']","['pmc4440819', 'pmc4440819']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
352,hdaci,protein,uaz12872,cellular senescence,bioprocess,d000375,nan,nan,nan,i,"['none', 'none']","['pmc5723691', 'pmc5723691']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
334,f‐box proteins,protein,uaz12931,belinostat,simple-chemical,6918638,nan,nan,nan,i,"['none', 'none']","['pmc5537703', 'pmc5537703']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
235,eras,protein,q7z444,pd0325901,simple-chemical,9826528,nan,nan,nan,i,"['none', 'none']","['pmc5723691', 'pmc5723691']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
729,sos,family,sos,histone,family,histone,nan,nan,nan,i,"['none', 'none']","['pmc5537703', 'pmc5537703']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
320,fbxo3,protein,q9uk99,belinostat,simple-chemical,6918638,nan,nan,nan,i,"['none', 'none']","['pmc5537703', 'pmc5537703']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
758,tma,simple-chemical,1146,"egfr
        
          epidermal growth factor receptor",protein,uaz12897,nan,nan,nan,i,"['none', 'none']","['pmc5467491', 'pmc5467491']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
317,extracellular signal‐regulated kinase,protein,uaz08652,rdm1,protein,q8ng50,nan,nan,nan,i,"['none', 'none']","['pmc6396142', 'pmc6396142']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
768,ubiquitin,protein,p0cg47,belinostat,simple-chemical,6918638,nan,nan,nan,i,"['none', 'none']","['pmc5537703', 'pmc5537703']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
743,tf-np-mir-181a,protein,uaz13419,apoptosis,bioprocess,go:0006915,nan,nan,nan,i,"['none', 'none']","['pmc5312311', 'pmc5312311']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
305,erk1/2,family,erk,map4k4,protein,o95819,nan,nan,nan,i,"['none', 'none']","['pmc5467491', 'pmc5467491']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
358,il-12,family,il12,dcs,simple-chemical,6234,nan,nan,nan,i,"['none', 'none']","['pmc3809567', 'pmc3809567']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
222,emt,protein,o75751,nan,protein,nan,fgf2,protein,p09038,i,"['none', 'none']","['pmc4440819', 'pmc4440819']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
763,transcription,bioprocess,go:0006351,gabpa,protein,q06546,nan,nan,nan,i,"['none', 'none']","['pmc5288173', 'pmc5288173']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
43,apoptosis,bioprocess,go:0006915,nan,protein,nan,ppar,protein,q07869,i,"['none', 'none']","['pmc5190119', 'pmc5190119']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
22,apoptosis,bioprocess,go:0006915,fas,protein,p25445,nan,nan,nan,i,"['none', 'none']","['pmc4783893', 'pmc4783893']","['nan', 'nan']",2,0.1,40.0,1.0,40.2
